"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000012, 1, 0.000012, balancing:strategy=''none'', categorical_encoding:__choice__=''one_hot_encoding'', classifier:__choice__=''random_forest'', imputation:strategy=''mean'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''True'', classifier:random_forest:bootstrap=''True'', classifier:random_forest:criterion=''gini'', classifier:random_forest:max_depth=''None'', classifier:random_forest:max_features='0.5', classifier:random_forest:max_leaf_nodes=''None'', classifier:random_forest:min_impurity_decrease='0.0', classifier:random_forest:min_samples_leaf='1', classifier:random_forest:min_samples_split='2', classifier:random_forest:min_weight_fraction_leaf='0.0', classifier:random_forest:n_estimators='100', categorical_encoding:one_hot_encoding:minimum_fraction='0.01'
2.407513, 0.363636, 2.499323, 1, 0.091810, balancing:strategy=''weighting'', categorical_encoding:__choice__=''one_hot_encoding'', classifier:__choice__=''gradient_boosting'', imputation:strategy=''mean'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''True'', classifier:gradient_boosting:criterion=''friedman_mse'', classifier:gradient_boosting:learning_rate='0.045388141846341344', classifier:gradient_boosting:loss=''deviance'', classifier:gradient_boosting:max_depth='10', classifier:gradient_boosting:max_features='0.29161769341843435', classifier:gradient_boosting:max_leaf_nodes=''None'', classifier:gradient_boosting:min_impurity_decrease='0.0', classifier:gradient_boosting:min_samples_leaf='20', classifier:gradient_boosting:min_samples_split='2', classifier:gradient_boosting:min_weight_fraction_leaf='0.0', classifier:gradient_boosting:n_estimators='278', classifier:gradient_boosting:subsample='0.7912571599269661', categorical_encoding:one_hot_encoding:minimum_fraction='0.00011717632475982631'
26.712894, 0.333333, 44.536536, 2, 17.823642, balancing:strategy=''weighting'', categorical_encoding:__choice__=''no_encoding'', classifier:__choice__=''bernoulli_nb'', imputation:strategy=''most_frequent'', preprocessor:__choice__=''random_trees_embedding'', rescaling:__choice__=''minmax'', classifier:bernoulli_nb:alpha='0.020968026463611903', classifier:bernoulli_nb:fit_prior=''True'', preprocessor:random_trees_embedding:bootstrap=''False'', preprocessor:random_trees_embedding:max_depth='9', preprocessor:random_trees_embedding:max_leaf_nodes=''None'', preprocessor:random_trees_embedding:min_samples_leaf='1', preprocessor:random_trees_embedding:min_samples_split='12', preprocessor:random_trees_embedding:min_weight_fraction_leaf='1.0', preprocessor:random_trees_embedding:n_estimators='55'
